Time,Download (b/s),Total (b/s)
2023-02-08 02:00:00+00:00,75847833.0311111,151461057.9911111
2023-02-08 06:00:00+00:00,192279027.48444444,387336242.06222224
2023-02-08 10:00:00+00:00,668547348.48,1340894390.6133332
2023-02-08 14:00:00+00:00,548779162.7377778,1099460919.751111
2023-02-08 18:00:00+00:00,526543915.8044444,1055612826.1688888
2023-02-08 22:00:00+00:00,195999841.84888887,390858974.4355556
2023-02-09 02:00:00+00:00,119805683.48444444,240842210.41777772
2023-02-09 06:00:00+00:00,245744785.06666663,491733898.8088889
2023-02-09 10:00:00+00:00,629374378.0977777,1261266823.9644444
2023-02-09 14:00:00+00:00,652346532.4088889,1302888336.497778
2023-02-09 18:00:00+00:00,679825134.9333333,1362628922.5955555
2023-02-09 22:00:00+00:00,236858679.18222225,474619969.4222223
2023-02-10 02:00:00+00:00,126891827.76888888,254531253.4755556
2023-02-10 06:00:00+00:00,215346356.33777776,430388861.1555556
2023-02-10 10:00:00+00:00,335098453.9022222,671301756.5866666
2023-02-10 14:00:00+00:00,134192327.68,268418073.6
2023-02-10 18:00:00+00:00,130235316.90666668,260542838.3288889
2023-02-10 22:00:00+00:00,128497958.11555555,257085590.18666667
2023-02-11 02:00:00+00:00,128350363.87555556,256876548.5511111
2023-02-11 06:00:00+00:00,209049972.6222222,419212418.8444444
2023-02-11 10:00:00+00:00,445385599.4311111,891010011.5911112
2023-02-11 14:00:00+00:00,433376121.17333335,868404232.5333333
2023-02-11 18:00:00+00:00,227212004.69333333,453798321.4933333
2023-02-11 22:00:00+00:00,135888759.46666667,271901459.9111111
2023-02-13 02:00:00+00:00,128388213.19111112,256949159.82222223
2023-02-13 06:00:00+00:00,228335614.2933333,456774506.3822222
2023-02-13 10:00:00+00:00,599998758.1155555,1200599457.5644443
2023-02-13 14:00:00+00:00,503120439.1822223,1010945009.2088888
2023-02-13 18:00:00+00:00,569346746.5955555,1140274187.9466667
2023-02-13 22:00:00+00:00,191135527.82222223,380994380.2311111
2023-02-14 02:00:00+00:00,137011085.65333334,274128213.3333334
2023-02-14 06:00:00+00:00,258139624.10666665,516501667.27111113
2023-02-14 10:00:00+00:00,682832316.3022223,1367779335.9644446
2023-02-14 14:00:00+00:00,591155202.2755556,1183877376.0
2023-02-14 18:00:00+00:00,552684604.3022223,1105165669.8311112
2023-02-14 22:00:00+00:00,141689036.8,284106713.3155556
2023-02-15 02:00:00+00:00,30288151.89333333,60722065.63555556
2023-02-15 06:00:00+00:00,266181295.78666663,537510710.0444444
2023-02-15 10:00:00+00:00,630942398.0088888,1260514291.4844444
2023-02-15 14:00:00+00:00,585425980.8711112,1172917031.253333
2023-02-15 18:00:00+00:00,504167959.3244445,1008668538.3111112
2023-02-15 22:00:00+00:00,152790071.75111112,305416291.5555556
2023-02-16 02:00:00+00:00,92381862.68444444,184916266.09777772
2023-02-16 06:00:00+00:00,195258565.97333333,390872325.6888889
2023-02-16 10:00:00+00:00,583756155.4488889,1167168046.08
2023-02-16 14:00:00+00:00,571127001.8844445,1144732879.6444445
2023-02-16 18:00:00+00:00,535289125.5466667,1074041043.6266668
2023-02-16 22:00:00+00:00,166300789.19111112,333134698.38222224
2023-02-17 02:00:00+00:00,124217355.3777778,248288095.5733333
2023-02-17 06:00:00+00:00,180604796.01777777,360373966.50666666
2023-02-17 10:00:00+00:00,227123682.98666668,455839401.52888894
2023-02-17 14:00:00+00:00,146613605.8311111,293589705.38666666
2023-02-17 18:00:00+00:00,116860836.40888888,233926019.41333336
2023-02-17 22:00:00+00:00,124502189.51111113,248481849.4577778
2023-02-18 02:00:00+00:00,115326956.08888888,230722575.36
2023-02-18 06:00:00+00:00,89084780.08888888,178112759.46666667
2023-02-18 10:00:00+00:00,56402560.0,112826395.87555556
2023-02-18 14:00:00+00:00,93043958.89777778,186247427.41333336
2023-02-18 18:00:00+00:00,119000828.01777776,238388301.36888888
2023-02-18 22:00:00+00:00,141319852.3733333,282685503.71555555
2023-02-20 02:00:00+00:00,106073194.95111112,212555956.90666667
2023-02-20 06:00:00+00:00,114675889.49333334,229585159.3955556
2023-02-20 10:00:00+00:00,138016172.3733333,274876445.5822222
2023-02-20 14:00:00+00:00,139570027.52,279155414.4711111
2023-02-20 18:00:00+00:00,91262243.27111112,182282922.6666667
2023-02-20 22:00:00+00:00,65076838.4,130687557.40444444
2023-02-21 02:00:00+00:00,56017733.40444444,112073998.2222222
2023-02-21 06:00:00+00:00,71820344.8888889,144026368.5688889
2023-02-21 10:00:00+00:00,81949628.30222222,163712219.02222222
2023-02-21 14:00:00+00:00,82864194.56,165848290.41777778
2023-02-21 18:00:00+00:00,81329331.2,162524635.59111112
2023-02-21 22:00:00+00:00,84885752.60444444,169779420.16
2023-02-22 02:00:00+00:00,80532809.95555556,161041991.1111111
2023-02-22 06:00:00+00:00,279068972.94222224,564154459.0222223
2023-02-22 10:00:00+00:00,780283711.1466666,1558596823.04
2023-02-22 14:00:00+00:00,546993903.5022222,1095112885.4755554
2023-02-22 18:00:00+00:00,361046828.94222224,722901352.6755556
2023-02-22 22:00:00+00:00,166056333.08444443,332003861.0488889
2023-02-23 02:00:00+00:00,100291248.92444444,200413825.13777772
2023-02-23 06:00:00+00:00,248318642.0622222,495475603.9111111
2023-02-23 10:00:00+00:00,641673448.6755556,1286303593.2444444
2023-02-23 14:00:00+00:00,589696713.3866667,1180979426.986667
2023-02-23 18:00:00+00:00,623237691.7333333,1247668886.7555556
2023-02-23 22:00:00+00:00,224990866.20444444,453929297.92
2023-02-24 02:00:00+00:00,128209971.2,256665606.82666665
2023-02-24 06:00:00+00:00,242192120.60444444,486258802.3466667
2023-02-24 10:00:00+00:00,663393835.8044444,1329231970.986667
2023-02-24 14:00:00+00:00,617477719.6088889,1235303394.986667
2023-02-24 18:00:00+00:00,519011941.26222223,1038638357.6177778
2023-02-24 22:00:00+00:00,202742820.40888888,406192233.2444444
2023-02-25 02:00:00+00:00,121295105.13777778,242724895.28888887
2023-02-25 06:00:00+00:00,220024418.41777772,440395895.4666667
2023-02-25 10:00:00+00:00,446584769.4222222,893818298.0266666
2023-02-25 14:00:00+00:00,427022347.94666666,855687500.231111
2023-02-25 18:00:00+00:00,284036660.3377778,567439932.3022223
2023-02-25 22:00:00+00:00,127825033.6711111,255849938.4888889
2023-02-27 02:00:00+00:00,117041934.79111113,233923130.5955556
2023-02-27 06:00:00+00:00,163601877.33333334,326644195.5555556
2023-02-27 10:00:00+00:00,570959643.8755555,1143980030.2933333
2023-02-27 14:00:00+00:00,592094281.9555556,1186816505.1733332
2023-02-27 18:00:00+00:00,539423489.7066667,1081637291.2355556
2023-02-27 22:00:00+00:00,223419641.74222225,446848687.7866666
2023-02-28 02:00:00+00:00,99749574.54222222,199434730.9511111
2023-02-28 06:00:00+00:00,247043141.4044445,495512405.9022223
2023-02-28 10:00:00+00:00,771445009.0666667,1541397529.0311112
2023-02-28 14:00:00+00:00,614982145.7066667,1233024048.3555555
2023-02-28 18:00:00+00:00,538394194.4888889,1081849270.0444446
2023-02-28 22:00:00+00:00,158291623.82222223,316332596.90666664
2023-03-01 00:00:00+00:00,79145811.91111112,158166298.45333332
2023-04-01 00:00:00+00:00,49522205.58222222,99135903.57333334
2023-04-01 02:00:00+00:00,99044411.16444445,198271807.14666668
2023-04-01 06:00:00+00:00,206017731.69777772,411994182.5422223
2023-04-01 10:00:00+00:00,428637917.2977778,858905970.3466666
2023-04-01 14:00:00+00:00,390199862.0444445,781353579.52
2023-04-01 18:00:00+00:00,206843168.42666668,413383648.7111111
2023-04-01 22:00:00+00:00,111130820.26666668,222215719.25333333
2023-04-03 02:00:00+00:00,114105013.47555555,228568161.84888887
2023-04-03 06:00:00+00:00,117202285.22666667,234283444.3377778
2023-04-03 10:00:00+00:00,127313839.21777776,254768468.76444444
2023-04-03 14:00:00+00:00,125906537.24444444,251920610.98666668
2023-04-03 18:00:00+00:00,118508973.51111113,237178057.38666663
2023-04-03 22:00:00+00:00,123228001.84888887,246709987.55555555
2023-04-04 02:00:00+00:00,115647663.78666666,231177945.88444445
2023-04-04 06:00:00+00:00,116319822.50666666,232770168.60444444
2023-04-04 10:00:00+00:00,135618967.32444444,271458428.0177778
2023-04-04 14:00:00+00:00,130858607.50222224,261706443.09333333
2023-04-04 18:00:00+00:00,123221980.16,246455708.44444445
2023-04-04 22:00:00+00:00,131936178.63111112,263826121.38666663
2023-04-05 02:00:00+00:00,121885088.99555556,243855421.44
2023-04-05 06:00:00+00:00,120238986.80888888,240628637.0133333
2023-04-05 10:00:00+00:00,129951716.12444444,259919725.7955556
2023-04-05 14:00:00+00:00,130116871.39555556,260425845.19111112
2023-04-05 18:00:00+00:00,121869554.34666666,243896865.5644444
2023-04-05 22:00:00+00:00,118571941.54666668,237082225.7777778
2023-04-08 02:00:00+00:00,67738389.61777778,135311878.25777778
2023-04-08 06:00:00+00:00,91035776.56888887,181994365.15555555
2023-04-08 10:00:00+00:00,91797221.26222222,183715228.4444444
2023-04-08 14:00:00+00:00,160162088.96,319973753.7422222
2023-04-08 18:00:00+00:00,144878089.10222223,289813003.3777778
2023-04-08 22:00:00+00:00,144559957.33333334,289611680.9955556
2023-04-10 02:00:00+00:00,136359309.65333334,272895186.48888886
2023-04-10 06:00:00+00:00,297561434.4533333,595234595.8399999
2023-04-10 10:00:00+00:00,710880139.3777778,1424417650.3466668
2023-04-10 14:00:00+00:00,570638690.9866667,1142698445.9377778
2023-04-10 18:00:00+00:00,584303638.7555555,1171943121.92
2023-04-10 22:00:00+00:00,206709445.4044445,413125108.0533333
2023-04-11 02:00:00+00:00,137022329.74222222,273754092.6577778
2023-04-11 06:00:00+00:00,245733735.53777772,492074408.3911112
2023-04-11 10:00:00+00:00,697457310.72,1396565861.2622223
2023-04-11 14:00:00+00:00,731712605.8666667,1463561951.5733333
2023-04-11 18:00:00+00:00,591953088.8533334,1186820515.8400002
2023-04-11 22:00:00+00:00,211820419.98222223,424107746.9866667
2023-04-12 02:00:00+00:00,117010701.08444443,234203626.38222224
2023-04-12 06:00:00+00:00,332439356.30222225,667105060.4088889
2023-04-12 10:00:00+00:00,762433586.6311111,1526859472.2133334
2023-04-12 14:00:00+00:00,772630446.648889,1548191023.2177775
2023-04-12 18:00:00+00:00,522830549.9022222,1046193720.32
2023-04-12 22:00:00+00:00,222636562.20444444,444189798.9688889
2023-04-13 02:00:00+00:00,126218019.27111112,252328095.85777777
2023-04-13 06:00:00+00:00,238477764.26666668,475591109.40444446
2023-04-13 10:00:00+00:00,654134976.2844445,1312100532.9066668
2023-04-13 14:00:00+00:00,784162226.6311111,1570023274.9511113
2023-04-13 18:00:00+00:00,817600422.1155555,1636553010.0622222
2023-04-13 22:00:00+00:00,214948664.8888889,430078638.6488889
2023-04-14 02:00:00+00:00,109856500.05333333,219687158.89777777
2023-04-14 06:00:00+00:00,245001462.3288889,487256805.26222223
2023-04-14 10:00:00+00:00,686356861.1555556,1377322214.968889
2023-04-14 14:00:00+00:00,650273946.7377778,1300604037.688889
2023-04-14 18:00:00+00:00,533911917.2266667,1071890764.2311112
2023-04-14 22:00:00+00:00,180490096.0711111,362141141.9022222
2023-04-15 02:00:00+00:00,109264543.85777776,218466643.6266667
2023-04-15 06:00:00+00:00,196361572.12444443,392523873.28
2023-04-15 10:00:00+00:00,500885457.3511111,1003719724.9422222
2023-04-15 14:00:00+00:00,453621965.3688889,909024937.528889
2023-04-15 18:00:00+00:00,244076004.69333333,487701048.8888889
2023-04-15 22:00:00+00:00,116159085.79555556,231830983.1111111
2023-04-17 02:00:00+00:00,149226978.41777778,298346846.4355556
2023-04-17 06:00:00+00:00,259398425.03111112,520447830.4711111
2023-04-17 10:00:00+00:00,580051807.5733334,1160950526.2933335
2023-04-17 14:00:00+00:00,515120952.32,1029879658.9511112
2023-04-17 18:00:00+00:00,526632270.50666666,1054651045.5466666
2023-04-17 22:00:00+00:00,230811893.76,462183982.6488889
2023-04-18 02:00:00+00:00,126491351.6088889,252975133.58222225
2023-04-18 06:00:00+00:00,232902386.9155556,466160521.1022222
2023-04-18 10:00:00+00:00,834900777.528889,1672915128.3200002
2023-04-18 14:00:00+00:00,707239293.7244444,1417021772.231111
2023-04-18 18:00:00+00:00,523864709.6888889,1050701916.16
2023-04-18 22:00:00+00:00,210448290.13333333,420463400.3911112
2023-04-19 02:00:00+00:00,132162269.29777776,264250979.55555555
2023-04-19 06:00:00+00:00,256529370.4533333,514287334.9688889
2023-04-19 10:00:00+00:00,762145352.8177778,1526092078.6488888
2023-04-19 14:00:00+00:00,637101999.7866666,1275069915.022222
2023-04-19 18:00:00+00:00,469802655.8577778,941736519.1111112
2023-04-19 22:00:00+00:00,178334595.98222223,356644753.06666666
2023-04-20 02:00:00+00:00,129269025.56444444,259180338.0622222
2023-04-20 06:00:00+00:00,235145396.90666667,467601594.59555554
2023-04-20 10:00:00+00:00,537076660.9066666,1075809819.3066666
2023-04-20 14:00:00+00:00,521650340.4088889,1045840596.7644444
2023-04-20 18:00:00+00:00,524446553.8844444,1050920943.5022222
2023-04-20 22:00:00+00:00,226421624.0355556,453342991.36
2023-04-21 02:00:00+00:00,133060090.88,265918784.28444445
2023-04-21 06:00:00+00:00,221808143.9288889,444720874.9511111
2023-04-21 10:00:00+00:00,626025311.0044445,1253704391.1111112
2023-04-21 14:00:00+00:00,514605281.8488889,1028716360.8177778
2023-04-21 18:00:00+00:00,421186949.6888889,845168856.7466667
2023-04-21 22:00:00+00:00,172979771.16444445,344500143.78666663
2023-04-22 02:00:00+00:00,140738730.66666666,281478798.2222222
2023-04-22 06:00:00+00:00,243809001.24444443,487333767.9644444
2023-04-22 10:00:00+00:00,533572964.6933333,1068808902.5422224
2023-04-22 14:00:00+00:00,378070459.73333335,757565359.7866666
2023-04-22 18:00:00+00:00,176986412.9422222,354568515.69777775
2023-04-22 22:00:00+00:00,109024626.34666666,218185364.48
2023-04-24 02:00:00+00:00,104962697.10222222,209986777.88444445
2023-04-24 06:00:00+00:00,198637002.52444443,399172209.7777778
2023-04-24 10:00:00+00:00,548221794.4177778,1097620327.537778
2023-04-24 14:00:00+00:00,435340025.17333335,871724789.76
2023-04-24 18:00:00+00:00,357596087.7511111,716021221.8311111
2023-04-24 22:00:00+00:00,175640899.12888888,351680524.5155555
2023-04-25 02:00:00+00:00,133914832.21333334,268120128.8533333
2023-04-25 06:00:00+00:00,213135402.66666663,426115546.4533333
2023-04-25 10:00:00+00:00,604812097.9911112,1212005585.3511112
2023-04-25 14:00:00+00:00,503615429.40444446,1009113618.2044444
2023-04-25 18:00:00+00:00,388795550.1511111,778660383.2888889
2023-04-25 22:00:00+00:00,124668045.65333334,249799576.46222225
2023-04-26 02:00:00+00:00,86146809.74222222,172339059.48444444
2023-04-26 06:00:00+00:00,135620926.0088889,272093940.62222224
2023-04-26 10:00:00+00:00,460235298.7022222,922509547.52
2023-04-26 14:00:00+00:00,435510612.1955556,870914356.3377779
2023-04-26 18:00:00+00:00,375395845.6888889,751567112.5333333
2023-04-26 22:00:00+00:00,111222279.39555556,222073791.71555555
2023-04-27 02:00:00+00:00,80951354.02666667,161979654.82666665
2023-04-27 06:00:00+00:00,166929954.70222223,333682420.6222222
2023-04-27 10:00:00+00:00,446386601.5288889,893440947.2
2023-04-27 14:00:00+00:00,407993227.37777776,818362423.751111
2023-04-27 18:00:00+00:00,368233987.41333336,737118530.56
2023-04-27 22:00:00+00:00,158712583.39555556,317475239.25333333
2023-04-28 02:00:00+00:00,129519804.87111112,258685808.0711111
2023-04-28 06:00:00+00:00,185984708.83555555,371860399.2177778
2023-04-28 10:00:00+00:00,575778323.3422222,1154080729.3155556
2023-04-28 14:00:00+00:00,501298292.0533333,1003850138.1688888
2023-04-28 18:00:00+00:00,412404212.0533333,825443828.6222222
2023-04-28 22:00:00+00:00,178689638.4,357666038.8977778
2023-04-29 02:00:00+00:00,139607975.82222223,279363199.4311111
2023-04-29 06:00:00+00:00,181037422.36444443,362357761.70666665
2023-04-29 10:00:00+00:00,349030251.52,699155865.5999999
2023-04-29 14:00:00+00:00,286370092.37333333,573302187.2355555
2023-04-29 18:00:00+00:00,177053257.95555556,353742060.6577778
2023-04-29 22:00:00+00:00,129675743.57333334,259448684.08888888
2023-05-02 02:00:00+00:00,129292647.53777778,258718394.5955556
2023-05-02 06:00:00+00:00,138782144.28444445,277422295.60888886
2023-05-02 10:00:00+00:00,288421476.6933333,577288536.7466667
2023-05-02 14:00:00+00:00,277388166.82666665,554969423.6444445
2023-05-02 18:00:00+00:00,209697225.9555556,419725901.36888885
2023-05-02 22:00:00+00:00,141952041.52888888,283648972.79999995
2023-05-03 02:00:00+00:00,131508894.15111113,263172471.46666667
2023-05-03 06:00:00+00:00,142519328.42666668,285008987.5911111
2023-05-03 10:00:00+00:00,222118852.26666668,444086132.62222224
2023-05-03 14:00:00+00:00,218957746.63111112,438514406.4
2023-05-03 18:00:00+00:00,321066839.60888886,642411075.1288888
2023-05-03 22:00:00+00:00,127580350.57777776,255201889.84888887
2023-05-04 02:00:00+00:00,106205304.60444444,212373273.03111112
2023-05-04 06:00:00+00:00,110864242.34666666,221942865.92
2023-05-04 10:00:00+00:00,196463300.83555555,393518298.4533333
2023-05-04 14:00:00+00:00,191309954.27555555,382946537.2444444
2023-05-04 18:00:00+00:00,190180667.16444445,381427405.93777776
2023-05-04 22:00:00+00:00,130240061.44,260824784.2133333
2023-05-05 02:00:00+00:00,117269902.22222222,235078054.68444443
2023-05-05 06:00:00+00:00,111174698.66666669,222481601.9911111
2023-05-05 10:00:00+00:00,305723352.74666667,612813437.7244444
2023-05-05 14:00:00+00:00,283887037.44,568963885.511111
2023-05-05 18:00:00+00:00,198397807.5022222,396456615.82222223
2023-05-05 22:00:00+00:00,112950600.2488889,226190972.0177778
2023-05-06 02:00:00+00:00,104111351.46666668,208245842.4888889
2023-05-06 06:00:00+00:00,111841454.64888889,223793081.45777777
2023-05-06 10:00:00+00:00,147380429.36888888,295073166.7911111
2023-05-06 14:00:00+00:00,179008638.29333332,358378891.94666666
2023-05-06 18:00:00+00:00,136092303.36,272182920.53333336
2023-05-06 22:00:00+00:00,121119438.50666666,242220109.93777776
2023-05-08 02:00:00+00:00,110493147.59111112,220906688.8533333
